text,sentiment
suka eror. harga tambahan 3ribu per tiket. lumayan mahal sih kalo skali beli 5 tiket an. nambah 15ribu. overall very practical. thank u!,Positif
"fast app,but the admin cost to expensive",Positif
bring excitement,Positif
cakjep gak perlu ngantri,Positif
eror gak bsa beli tiketnya payah,Positif
"uda invite temen ngga dapet point, penipuan",Negatif
"Belum coba transaksi, buat yang butuh ref silahkan pakai F5SBQA",Negatif
Superb app!,Positif
gampaaanh,Positif
cara asik dan mudah untuk booking tiket bioskop,Positif
cukup user friendly dan sering ada promo. Tapi pas reset pin masih harus telpon ke CS.,Positif
"mudah semudah-mudahnya dan murah semurah2nya..(kalau pakai dana, voucher potongan bejibun) 😍😍😍😍",Positif
"Praktis banget, banyak promo",Positif
yuy,Positif
the best price,Positif
"great apps, easy to use.. link to DANA",Positif
Canggih!,Positif
hehe sayang promo buy 1 get 1 susah gak ada lg. Overall mantul,Positif
quick and easy way to get the ticket,Positif
very usefull!,Positif
"Pertahankan diskon 50% nya ya, karena mayoritas user install aplikasi ini karena diskon tsb.",Positif
practical ❤,Positif
Incredible!!!,Positif
SUMPAH AKU NORAK TP INI APLIKASI KEREN BGT SUBHANALLAH TEKNOLOGI,Positif
easy n usefull,Positif
really usefull app,Positif
"thank you Tix, its help us specially for movie freaks",Positif
mudah untuk di gunakan..nice app..^_^,Positif
enak aja makenya easy,Positif
cool n cheap😉,Positif
this apps make me more easies to buy a ticket to watch movies in studioXXI,Positif
"praktis, sangat membantu, promo nya menarik. thanks tix id. ❤",Positif
"memudahkan, tapi lebih bagus kalo ditambah fitur order untuk beberapa hari kedepan selain preorder",Positif
promo Tix id berguna bangetts,Positif
I keep ordering tickets on the available seats but they keep cancelling my transaction for no reason..,Negatif
very convenient,Positif
"Memberikan pilihan cara bayar sesuai kebutuhan, mantul 👍",Positif
Enjoy payment discount... its very good...,Positif
banyak promo diskonnya,Positif
"MERASA DIRUGIKAN, GAK ADA TANGGUNGJAWABNYA ATAS TRANSAKSI YG GAGAL TAPI PEMBAYARAN TETAP BERHASIL!!!",Negatif
Hahaha ahahaha iya uga,Positif
"oke deh, buat diskon aja. klo udah gak diskon di apus hehehehehehe",Positif
good service and more cheap than the other,Positif
nica aplication,Positif
Very help,Positif
"If you want watching movies, you can buy at this application and absolutely cheaper",Positif
Sering ada promo tiket murah atau free yaa.,Positif
Easy to access and more convenient to buy the tickets!,Positif
"i really love it, how u can buy ur movie tix through your smartphone!",Positif
so far oke lah,Positif
"easy,and fast",Positif
good servis,Positif
"Bagus, gampang, aman",Positif
"Praktis Sangat memudahkan, tapi biayanya per tiket 3rb masih kemahalan.",Positif
top apps,Positif
very friendly used,Positif
"aplikasi yang sangat tidak membantu memdahkan utk memesan tiket, sering gagal saat bertransaksi!",Positif
mudah penggunaannya.,Positif
"bagus dan cepat...pertahankan kualitas nya, tambah promo dan kalo bisa jangan cuma xxi aja",Positif
"No lagging, Smooth, and the reliability is 100 perfect. Congrats",Positif
"Simple and straightforward user experience and yet useful, no unnecessary gimmick.",Positif
perlu tambahan cinema lainnya,Positif
mantap diskonnya haha,Positif
Nice app. It will be better if you can provide more discount 😍,Positif
make us easy.not waste time go to casier,Positif
mudah dan membantu...serta discount besar..,Positif
mempermudah dalam pembelian. gampang toh,Positif
Great app...easy to use,Positif
banyak diskon. nicesu,Positif
I like the discount hoohhoohh,Positif
"good..apps & easy to use, keept it up!!",Positif
"sering diskon pake aplikasi ini,mantap",Positif
"gokil, fast,",Positif
aplikasi bagus buat nonton film di harga bagus,Positif
perbanyak promonya ya,Positif
"Help bgt ya apalagi kalo lagi pengen nonton film Box Office yg bakal antri panjang. Saya suka sma promo Tix ID, tapi kalo lagi gak ada promo apa bedanya sama Mtix ? di Mtix adminny malah lbh murah. Jadi sering2 ada promo yaaaaa 💕❣",Positif
praktis dan efisien waktu antri,Positif
Convenient without any problems,Positif
Instan application🧡,Positif
Great Promotion and Discount for Ticket 😆,Positif
easy to use! love it.,Positif
Goerge gandos!,Positif
great app hopefully more to come with another ticket like concert or arcade,Positif
suka...,Positif
mau ganti nomor di dana doang harus pake surat dari indosat,Negatif
cuma bisa pake dana,Negatif
naisss,Positif
berguna sangat,Positif
gas kuy.,Positif
fast transaction,Positif
great apps! very helpful,Positif
very good application!,Positif
"easy experience, easy top up, easy transaction",Positif
love this app,Positif
banyak diskon dan promonya,Positif
great apps.. very easy and simple.. get a discount .,Positif
simple and lots discount,Positif
i always waiting your promo notification... i really love this app,Positif
totally recommended,Positif
So far cukup baik,Positif
Perfect...,Positif
Banyak diskonnya,Positif
banyakin lagi diskonnya hehe,Negatif
"cepat, ya gk sampai 1 menit",Positif
very useful and helpful,Positif
buat booking endgame,Positif
favorite,Positif
Great & satisfy...,Positif
no word necessary,Positif
good ui,Positif
yes promo,Positif
"Numbers pad bawaannya jelek, terlalu kecil, gakbisa backspace, salah 3 kali harus tunggu 1jam terlalu lama.",Negatif
"awalnya bagus, sekarang ga bs pilih hari untuk pesan tiket... opsinya hanya pemesanan hari ini saja",Negatif
the best !,Positif
"easy to use, easy pay, and thisnapp can check the empty seat first before you decide to buy it..and easy pay with CC or debit card.",Positif
good simple n practise,Negatif
affordable app,Positif
"aplikasinya bagus, promo ok! cm tolong di mudahkan lg interface pd saat milih seat thx",Positif
"pesennya cepat, metode pembayaran banyak.",Positif
Nice design,Positif
Good App! Gaperlu antri lagi 😊,Positif
dabest brok,Positif
ajibs,Positif
good ui ux,Positif
"aplikasi yang memudahkan , simple, tidak bikin cape dan gak ribet.... always TIX ID",Positif
asik,Positif
ga praktis. ga bisa milih jadwal,Negatif
mntap,Positif
Good Discount,Positif
Pretty much better than the XXI app. We could see whic seats are available even if our balance is not sufficient.,Positif
App berkerja dengan baik,Positif
Good apps from dev,Positif
easy to use and good UI. Will use again for future transaction,Positif
"easy to use, the discount promo is amazing.",Positif
great app,Negatif
server lemot asu page juga unresponsive,Negatif
beli tiket makin mudah dan gak pernah telat lg belinya..,Positif
"mantaaabsss!!! transaksi cepat,lancar aman dan anti crash!!. salut!! keep up the good work and keep share the voucher😋😋",Positif
simple and make it easy..,Positif
"good aplikasi, topup tdk harus ditentukan & banyak diskonnya",Positif
Perbanyak promonya aja deh. Sip.,Positif
ntap la,Positif
banyak diskonnya semoga ga di awal2 tapi setiap saat hehehhee maju terus Tix.id,Positif
yeeeee,Positif
🙂🙂,Positif
USELESS APP EVER,Negatif
apps sangat ga bagus..! delaynya parah... konfirmasi mepet-mepet. buy jam 11.03 konfirmasi gagal&refund 11.24 movie mulai jam 11.30 ujung2nya beli di bioskop & dapet ga dapet kursi dan jam yg di mau.,Negatif
mempermudah sekali,Positif
best app.. 👍👍👍,Positif
sugoii,Positif
"Nice app, easy to use!",Positif
"What a great apps, lots of discount and offers. Keluhan saya hanya satu. Setelah tiket dibeli dan pembayaran via Dana berhasil, proses pengecekan kursinya lamaa banget. Serasa digantungin ini dapet apa nggak. Pernah sekali, Udah ditungguin lama berharap akan berhasil dapat promo eh... malah gagal dan jam tayang udah deket. Selebihnya menurut saya ini apps udah bagus banget.",Positif
sering2 ada promo ya...gud job.,Positif
dua kali pesan dua kali tidak tercetak tiket dan pembayatan berhasil...cs tidak bisa dihubungi,Negatif
Biar ga ngantri...,Positif
dibayar udah..tapii nunggu transaksi selesai karena nunggu konfirmasi seatnya lamaaaaa banget...dan sering transaksi gagal..payah,Negatif
Gagal transaksi tanpa ada notifikasi. memproses pembelian tiket 30 menit.. gagal transaksi tdk ada notification bikin rusak acara nonton. jgn dipake lah ini app.. Call centre susah banget di hubungi. dana sdh di debut dari kartu kredit tanpa kejelasan kapan dikembalikan..,Negatif
Much better than cinema xxi app,Positif
Praktis dan banyak promo.,Positif
"mantab diskonnya biarpun cuma 1 tiket, cocok buat gw yg sering nonton sendirian haha",Positif
prosesnya lama,Negatif
"buruk.. jadwal gak bsa keluar, H-1. proses pembelian lama. pakek acara refund segala. karena XX1 nya beroperasi pkl. 12.30, jadi gak bsa buy lewat aplikasi? apkah bgitu? kan aneh.. percuma dong aplikasi. tolong ya, aplikasi ini utk memudahkan.. tq..",Negatif
"sebeeelll.. 3x di tolak kayak gini terus.. ""TransaksiGagal.Tidak dpt memesan 1 tiket di DP MALL XXI jam 13:30. Kursi sudah tidak tersedia. Silahkan pilih kursi lain di TIXid app."" padahal setelah ditolak, 5 mnit kmudian aq refresh app dan masuk lagi, kursi nya yang tak pilih masih ada 😥 tapi kenapa ke refund dengan alasan kursi tidak tersedia????? biasanya ga pernah kayak gini lhooooo...",Negatif
Don't waste your time with this app. So buggy.,Negatif
"so so, kadang susah bgt mau pesen, error terus jaringannya, kadang drefund mulu, gk jelas bgt",Negatif
"Mudah, cepat, dan bnyk promo",Positif
so far so good,Negatif
Easy to use and truly helpful,Positif
fast and always give promo ticket,Positif
selalu ada promo utk film baru 😍,Positif
good application 👍👍👍👍,Positif
"pre order captain marvel lama, on process terus. klo kira2 seat udah terisi mah harusnya langsung refund aja dana saya jgn on process lama2",Negatif
Great app. You can buy movie ticket with better price.,Positif
amazinggg,Positif
soooo helpful,Positif
easy. and fast,Positif
mantap habis. dapat diskon nonton di film baru trus. 😍😍,Positif
goos,Positif
Good aplication...,Positif
very convenience.. love this app!!,Positif
lebih mudah beli tiket bioskop!,Positif
interaksi antar pageny bagus..,Positif
"cukup mudah digunakan, tapi biaya tambahannya lebih mahal dari kompetitor, perbanyak promo lagi.",Positif
ngeri,Positif
keep upgrade ! i always support,Positif
great....,Positif
kdg promonya suka ga jelas... tau2 quotanya uda abis...,Positif
Kenapa g bisa di buka ?,Negatif
"gud appa, mempermudah pesen tiket",Positif
"simple, banyak promo, mantap",Positif
i like this payment method. so easy...,Positif
woow discount ticket :-D,Positif
amazing!,Positif
so far it's good,Positif
lanjutkan promo diskonnya disetiap premiere film yaaa!!,Positif
easier use and have many discount ticket cinema,Positif
simple diskon jossss,Positif
fiturnya mudah digunakan dan cepat,Positif
so simple and i like it,Positif
Pesan online lebih memudahkan,Positif
mudah dan dapet diskon,Positif
gaya doang promo tp error mulu,Negatif
"Praktis, Efisien, banyak promo",Positif
beli tiket jadi lebih mudah! thanks!!,Positif
Aplikasi pesan tiket yang oke. Semoga promonya ada terus. Dan bisa juga beli tiket dari jaringan bioskop lain seperti CGV dan Cinemaxx,Positif
very good🎉🎉🎉,Positif
nonton ga perlu ribet antri tiket,Positif
ASHIAAAAP,Positif
Smooth transaction,Positif
"good aps, simple, enjoy",Positif
bagus..Mantap..,Positif
Really easy to use,Positif
"kenapa kok mau pesen tiket gabisa, padahal kursi nya masih banyak yang kosong, trus pas mau pesen malah di kembalikan terus, alasanya kursi nya sudah tidak tersedia, pas diliat lagi masih masih kosong juga ckckck",Negatif
easy n go,Positif
give more discount :D,Positif
easy banget pemakaiannya,Positif
Easy to use and you dont have to wait in queue,Positif
"it's very useful , thanks TIX ID",Positif
pajak mahal,Negatif
great app to watch movies!,Positif
love it 😍,Positif
simply,Positif
praktis dan mudah,Positif
"3x beli tiket gagal terus, mantap tix id lanjutkan terus..",Negatif
amazing app the best! aku langganan bgt kalau nonton lewat app ini banyak promo,Positif
Best price. Best pair with DANA.,Positif
"Easy as one, two, three! Especially wonderful if you're racing for a presale ticket. I had other accounts in the same service like this but none of them is easier than Tix ID.",Positif
It's easy and practical,Positif
kadang transaksinya batal terus uangnya lama direfund,Negatif
"Great apps, easy to use!!",Positif
nice one fam,Positif
freeeee,Positif
banyak promo♡♡♡,Positif
"Pesan tiket jadi lebih cepat, mudah, dan banyak promonya.",Positif
Thank you sooo much for the bonusses!,Positif
"keren, cepet, pas",Positif
"nyangkut di loading terus, gak bisa masuk masuk bantu fix dong, hp oppo f7 update : makasih sudah di update, sekarang sudah bisa buka",Positif
sangat memudahkan dan banyak penawaran promo,Positif
best!!,Positif
greates,Positif
accurate,Positif
cool applicatiom,Positif
very useful app.. since I don't like the old fashion way of getting in line just to buy ticket,Positif
easy use easy going,Positif
byk promo,Positif
"cari bioskop dan tempat duduk mudah, bayar bisa pake kartu kredit setiap nonton, tidak perlu isi",Positif
TOLONG UPDATE KE VERSI YANG BISA GANTI NOMOR PONSEL UNTUK TOP UP YA. saya baru ganti nomor tp akun saya di nomor sblmnya ada uangnya. Tolong ya ASAP,Negatif
goooooooooooooddddd,Positif
simple dan praktis,Positif
i like,Positif
payment was failed for 3 times by using credit card via dana. My credit card was fine. fix it please. thank you,Negatif
this great,Positif
that's good,Positif
great apps. please give more vouchers discount hehe,Positif
👌👍 .. good app,Positif
"this app is very usefull. i am Indonesian and im super proud of this app and service. so everytime i go to the cinema, i will just scan the QR code without waiting for someone else to get the ticket",Positif
gooddddddddd,Positif
helpfull and easy to use. in consent of colaborate with Dana app,Positif
"easy to book, pay and guarantee to get tickets . very recommend 👌",Positif
bisa beli tiket pake all method payment ga harus top up dana dulu dgn minimal top up...itu kerrenn sehh !,Positif
"easy, simple",Positif
goods app for enjoy the movie with benefit.,Positif
functionable,Positif
Dulu cm bs mtix skrng bs pak tix-id . Mantul,Positif
Ga usah cape ati ngantri lagi,Positif
hassle free.... thanks for the additional discount... love it 😘😘😘,Positif
promo ntaps,Positif
"Praktis, ga perlu antri, banyak promo pula.",Positif
mudah pake nya,Positif
Mudah membeli Tiket tanpa perlu antri... Dan dpt diskon pula... Makin seru deh nonton,Positif
so easy to buy the tickets,Positif
very good app and very usefull,Positif
"pertama kalinya kecewa bgt dengan Tix ID. Gue beli 2 jam sebelum film dtayaangkan, tiba tiba di refund dgn alasan yg ga jelas👎👎👎👎",Negatif
Sangat membantu untuk pemesanan,Positif
easy and very simple,Positif
Nice app so far,Positif
BEST MOVIE TICKET APP IN INDONESIA,Positif
administrasinya bikin ga bintang 5.,Positif
over all oke,Positif
"Sering promo dan mempermudah pembelian tiket XXI group. Terima kasih tix id,kalian mempermudah hidupku :)",Positif
nice easy to use and top up,Positif
"Beautiful apps, good job!",Positif
masukan kode ini ya nanti dapet bonus point QSVZR9,Positif
good apps..,Positif
very helpful app,Positif
aplikasi yang sangat membantu sekali...,Positif
apik aplikasi ne. akeh diskon,Positif
need more stability and server capacity to make this app better,Negatif
mudah.. banyakin promo2 menariknya ya biar lbh ok,Positif
fast n great,Positif
Aplikasi yang sangat membantu..❣️❣️❣️,Positif
"nice apps, nice people!",Positif
mempermudah proses,Positif
very usefull...easy to use...and informative,Positif
"easy, simple, good experience",Positif
gampang dan dapat discount yahhh,Positif
mantap transaksi mudah banyak diskon dan point 😊😊,Positif
mudah dn simple,Positif
More easy to reserve every new movie,Positif
easy to buy & choose seat when ever we want,Positif
"sudah donlot tapi gak ada list bioskop deket rumah, Cinema Mall Jatiasih 😴 gak bisa kepake deh nih aps😅",Negatif
mantul ganz,Positif
Masuka kode undangan ini : JFJXNA,Positif
Good ui & promotions,Positif
GPZQ5N lumayan bos,Positif
easy to use and love the discount..,Positif
"nonton sekarang jadi mudah, ga perlu antri",Positif
Easy booking ticket with TIX ID. Easy use too,Positif
mantapppahh...,Positif
Simple to use.,Positif
thanks. banyakin promo aja,Positif
many discount 😍,Positif
First usage very convenient to receive 50% discount.,Positif
okeeeeeee,Positif
mantaaaapppsss,Positif
yuyuyu,Positif
update terus apps nya agar stabil,Positif
love this app !,Positif
"i love the promo. but sometimes i got payment issue, and i cannot find my ticket in history. i dont know why. fortunately, they send sms for my booking code when i was trying to print my ticket . this app need to handle that. maybe there is the proble with cache.",Positif
Excellence,Positif
Aplikasi yg ngasih banyak diskon.. Thanks a lot Tix ID.. Semoga ke depannya lebih banyak diskon lagi.. 😁,Positif
"top bangeeeeeet. sejak ada ini, ga pernah beli tiket di counter bioskopnya lagi :)))",Positif
You're my new best friend 🤗,Positif
The best application for booking movie ticket at XXI. Thanks TIX ID,Positif
mudah digunakan dan banyak diskonnya 👍,Positif
banyak promo nya...,Positif
"pengiriman cepat, packing rapih, seller ramah, sesuai pesanan",Positif
very good apps tho,Positif
diskon nya dibanyakin dong,Positif
mudah digunakan dan sangat bermanfaat salah satunya untuk membeli tiket bioskop tanpa harus mengantri atah datang lebih cepat ke bioskop.,Positif
mudah banget beli pakai aplikasi ini. dapet potongan hargaaaa hahah.. bikin hepii,Positif
asek asek joss,Positif
good application. easy booking.,Positif
gooddddd,Positif
"proses cepat, pembayaran cepat, ga lemot.",Positif
Memudahkan Membeli tiket dan banyak promonya,Positif
"sukaaaa, cepet dapet kursi",Positif
good job Tix ID,Positif
very fast and good service,Positif
"asik banyak promo ga perlu antri, selama ini blm ada kendala yg berarti sih...keep a good work",Positif
Untuk pembelian 3 hari kedepannya tidak bisa,Negatif
transaksi sukses motong kok tiketnya ga ada?,Negatif
"overall good .banyak promo menarik ,and recommended app",Positif
"Beautiful apps, Great UI UX Design, Simple and Easy To Use! but, I'm having a hard time searching for ""my account"" menu, they pretty hard to spot from the start. Also please add some review option for some movies, that would be great!",Positif
sering2 promo buy 1 get 1 free,Positif
banyak promo nya. tampilan app tidak kaku,Positif
"Tix.id cacad banget -,- kata nya untuk pengguna baru dapet voucher tapi ko ini engga dapet hufttttt",Negatif
Bagus. tapi discountnya mulai pelit,Positif
best option for order XXI tickets,Positif
cool n simple,Positif
"easy to use, and I like the UI. GG",Positif
no wait n easy,Positif
"cepat, aman, praktis",Positif
Tolong tambahkan bioskop di wilayah Blitar,Negatif
easy and practical to use,Positif
Cool apps.,Positif
pertama kali coba instal n langsung berhasil. dapat diskon hari rabu dan voucher dari dana.. senang deh.,Positif
"barusan beli ticket, tapi direfund trus dg alasan kursinya ga tersedia. Ak sudah menghubungi cs di 1500849, katanya disuruh menunggu 30 menit, tapi tetap saja. pembelian tiket selalu direfund terus... Setelah mencoba ganti bio dan kursi berkali kali, akhirnya bisa beli juga 1 tiket... demi diskon 50%..",Negatif
Amazingly fast and easy to use..,Positif
recomended bnyk promonya mantap,Positif
Promo nya jangan hanya di hari Rabu saja dong :(,Positif
It's easy to use and get many promos.,Positif
perbanyak diskon yah tolong untuk pembelian melalui dana nya:),Positif
akan lebih baik kalau ada opsi topup offline misal langsung ke studio 21 atau XXI. Biaya administrasi juga agak kemahalan kalau 3 ribu,Positif
kenapa selalu REFUND mulu sih! gaguna banget tiap milih kursi pasti selalu di refund udah 10x saya milih2 tetep aja direfund dengan kursi yg berbeda jga... ampas bgt aplikasinya!,Negatif
It's totally easy to use. One more don't forget that there are many promos in TIX Id :D,Positif
nice good job,Positif
Ngebantu bgt si,Positif
Byk promo,Positif
so far i didn't have a problem,Positif
very,Positif
Bagus dan gampang cara pakainya,Positif
banyak promo dan sangat menyenangkan serta menguntungkan,Positif
bego,Positif
"sangat mudah memesan tiket, gak pake ngantri. top dah.",Positif
sangat membantu memudahkan pesan tiket gak perlu datang ke bioskopnya😍😍😍,Positif
niiice,Positif
suka mudah dan cepat,Positif
really helfull!,Positif
"Good app, sangat membantu",Positif
simple and useful,Positif
Promonya diperbanyak yaa.,Positif
"aplikasi yang sangat bagus, dan terlebih penting memberikan informasi tentang film sedang dan akan tayang.",Positif
bagus tidak perlu antri,Positif
Good Deal !,Positif
ga bisa register. pas masukin nama n nomor hp tombol register diklik ga terjadi apa2,Negatif
thank you!,Positif
all nice,Positif
SUKAK,Positif
buanyak potongan nyaah gak nyesel deh,Positif
ok bingitssss,Positif
Good. Fast. Like it...,Positif
worth it,Positif
verry useful.😊,Positif
my first time,Positif
kalau bisa admission fee nya dihilangkan,Positif
lots discount for movie 😁,Positif
"suka sama promo dan news tentang film nya, tp nggak sukanya open baru jam 10.00 biasanya uda tinggal ga bagus kursinya.",Positif
cepat,Positif
Pesan tiket ngga pernah semudah ini. Fitur paling menyenangkan adalah bisa masukin opsi credit card ke pembayaran jadi lebih mudah ga perlu top up lagi tapi langsung terdebet.,Positif
pake dana online yg sdh bnyak dipake spy lebih gampang tp over all memuaskan tdk perlu antri. .😍😆,Positif
buat yang males antri cocok banget,Positif
"actually very easy to use, a useful app for busy days at the cinemas.. you didn't have to wait in line to get a ticket. and you can book your fav seat without problem. 5/5 highly recommended.",Positif
welldone,Positif
this app so good,Positif
Sering diskon mantap lah,Positif
"booking movie ticket jadi praktis, plus banyak promo!",Positif
Good Apps and Very Helpful,Positif
ribet pake dana,Positif
its a great apps,Positif
im satisfied using it,Positif
gampang dan ada promonya cuma lebih keren kalau kerjasama sama ovo juga hehehe,Positif
mudah dan praktis... cuma kalau bisa bekerja sama dengan OVO juga,Positif
Praktis dan nyaman,Positif
sangat membantu ^^ thnkyou,Positif
"love this app, sering^ promo yaw... biar saya yg miss queen ini bisa nonton d bioskp trus... 😅",Positif
sangat membantu 👍👍👍,Positif
waow,Positif
"gapernah dimintain password dana, tiba2 pas mau bayar harus pake password. di telpon cs nya gak nyambung. niat gak sih?",Negatif
easy to go. thanks for the app. love it.,Positif
keren tanpa antri tinggal cetak cuzzzzz ntn 🍹🍹🍹🍹🎬🎬;,Positif
mantul gan....,Positif
kena biaya 3000 tdk asyik d free in aja :),Negatif
good app especially the ui!,Positif
Make things easier,Positif
easy and quick transaction,Positif
ok its a great app,Positif
mantap byk diskon,Positif
nicely done,Positif
very nice app,Positif
convinient to buy ticket and love the promo,Positif
"mantapss, banyakin lagi promonya",Positif
"easy to use, more promo will be great",Positif
Easy to book and buy without queuing,Positif
overall good,Positif
nice disc,Positif
theres lot of diacount when you bought from the app,Positif
selalu dpt promo dari Tix Id sukses selalu tix id tidak pernah bohong klo ada promo thanks tix id,Positif
👿,Positif
lots of promotion 👍,Positif
easy way to book ur cinema ticket,Positif
aplikasi yg baik untuk memudahkan transaksi tiket tanpa antri,Positif
真棒，很容易用的app。有很多打折。继续你的你的辛苦🤙🤙🤙,Positif
Apa apaan gagal terus... Transaksi selain dana sama debit card di klik nggak bisa.. Parah,Negatif
cheap and fast. the app help me to booking a ticket,Positif
hv many promo 👍👍,Positif
"yang mau dapet voucer, masukan kode ESGWF5 , biar kita sama2 dapet voucer :)",Positif
"lumayan ada diskon, tapi aplikasi msh perlu dtingkatkan",Positif
"cukup mudah aplikasi nya, hny perlu saat top up bisa lsg msk link bank ybs. Thx",Negatif
hope always give better discount,Positif
yayaya,Positif
boros batre,Positif
",zzz,,,z, , A",Negatif
"Untuk beli tiket satu hari sebelumbya tidak bisa. Ketika pilih jadwa tayang,l tanggalnya tidak bisa dipilih. 😫",Negatif
ntabbb panyak promo,Positif
so helpful . no need to queuing,Positif
"joss, ga bikin gw ngantri",Positif
So so,Negatif
"enak sih make nya, tapi menurutku biaya adminnya agak ketinggian.. enakan yg dulu 2500 :(",Positif
"Promonya ditingkatkan terus ya. app nya mantap, bayar pake dananya jg cepet.",Positif
very good!! discount everywhere!!,Positif
"thanks, sanngat bermanfaat",Positif
"lajuuu, Diskon frequent",Positif
Bagus cepat saya suka,Positif
"it's good, but u can't book for tommorow or the next day :((",Positif
sangat memudahkan dalam pemesanan tiket nonton film di XXI,Positif
that's so very good app,Positif
more easier than last,Positif
ngga usah antri,Positif
"Gampang, ga perlu antri",Positif
😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😁😘😁😁😁😁😁,Positif
Great Aplication,Positif
mudah penggunaannya,Positif
good usage,Positif
"noice. top up dana gratis, tp ada convenience fee 3000. tp masih mending lah drpd m-tix yang top up 5000, dan convenience fee 5000.",Positif
best.. mempermudah tapi pls maintenance nya kadang suka down server,Positif
gampang mau nyari tempat duduk plus murah,Positif
very good!,Positif
"walaupun sering diskon, tapi biaya langganannya lumayan gede, terus ga bisa cek jadwal dan order dari H- Semoga bisa dipertimbangkan biar bisa selevel sama app tetangga ya 😊",Negatif
nice and easy to use. but sometimes it stops to work.,Positif
iy,Positif
it's super helpful and offers many good deals which you can get cheaper tickets than directly buy in the counter.,Positif
praktis dan membantu pembelian tiket..,Positif
👍👍👍 top app,Positif
good app to buy ticket,Positif
Nice and Easy to use,Positif
pesan tiket jadi gampang,Positif
naisu,Positif
😁😁😁,Positif
great app for reservations of tickets,Positif
"Promonya mantap, UInya user-friendly, recommended sob.",Positif
"Great, Nice App",Positif
i enjoy using this app for book ticket,Positif
This app is convinience to use,Positif
lumayan buat diskon2an,Positif
Good apps and easy to use,Positif
Order the movie ticket easily,Positif
promo jangan kasih kendor.,Positif
mantap cuy. banyak promo,Positif
"mantap, jd banyak pilihan.. semoga diskon nya makin seriiing",Positif
"akses lebih mudah, semoga biaya adminnya lebih murah dan banyak dapat voucher nonton. thanks tix",Positif
"4* for now, will soon modify this rating if they can get the booking process much faster than now.",Positif
transaksi kursinya lama banget,Negatif
sangat memudahkan dan banyak promo🤩,Positif
REALLY CONVINIENT,Positif
"sudah bisa digunakan kembali, sekarang lebih praktis dan nyaman untuk menonton film di bioskop. enjoy the movie.",Positif
"nggak usah masukin kode, tinggal scan QR code.. sukaaa, nggak ribet! aplikasi juga mudah dimengerti",Positif
"Aplikasi yang bagus dan sangat membantu, beli tiket nonton tanpa antri",Positif
"Kenapa gak bisa daftar? Padahal udah masukin no.hp, tp kode registrasinya gak masuk2 ke hp",Negatif
mayan dah,Positif
I like this app. User friendly. Many discount,Positif
like.......................👍👍👍👍,Positif
entah knp akhir2 ini sering error. Berhasil bayar tp tiket ga dapet. Ujung2nya dikasih tw transaksi gagal stelah hampir satu jam nunggu.,Positif
"bagus tp fee nya kemahalan coy, abis itu jadwal film baru suka telat keluarnya",Positif
praktis dan cepat.,Positif
Cheap,Positif
Gooooodddd,Positif
"jadi lebih mudah buat order, thanks",Positif
jadi gak perlu antri beli tiket,Positif
easy to used and simpel,Positif
"Nyaman, sering banyak promo. Tapi untuk undang teman lebih suka versi yang lama dimana kita bakal dapet voucher potongan 25k",Negatif
"sejauh ini fine"" aja",Positif
More promo and discount please .. 😊,Positif
"Mudah, cepat, relatif masih lebih murah dari mTix (mTix: ada fee untuk topup dan admin fee pas beli), UI juga mudah dipahami, mudah dinavigasi, tampak menarik dan tidak terlalu ramai atau penuh, serta fiturnya cukup.",Positif
helpfull apps,Positif
"Enjoy the design, it's simple. Very easy to order in first attempt",Positif
mantaaap. dapet diskon langsung,Positif
"helpful, easy",Positif
exvellent❤️,Positif
aplikasi yang banyak promonya. Laaaaffff ❤❤❤,Positif
"good app, great",Positif
GUD APPS,Positif
mantappu,Positif
fast and good seat,Positif
mantaff,Positif
"aplikasi tidak efisien terutama dibagian ""dana"". saya belum pernah daftar pin ""dana"" tapi diminta pin ""dana"" dan ketika saya mau menghubungi layanan tapi tidak bisa. lalu nomor handphone untuk ""dana"" jga tidak bisa diganti. setelah install aplikasi ini saya tidak belum sempat nonton sama sekali.",Negatif
Easy to use. banyak diskon,Positif
Mempermudah pesan tiket dan sering kasi promo,Positif
Good Idea,Positif
ye,Positif
Good Aplication...Mantapsss.,Positif
banyakin lagi voucher dan potongannya,Positif
so helpful..❤️,Positif
simple and good application,Positif
keren gacapek cari uang tunai,Positif
ok nice,Positif
mudah sekali cara pakainya!,Positif
puas!!,Positif
Aplikasi tidak berjalan,Negatif
Mantaaap ilikeit,Positif
"good, thanks",Positif
sangat membantu booking tix .. dan banyak diskonnya .. 💕,Positif
Sangat membantu dalam pemesanan tiket tanpa antrian dan banyak promo yang menarik.. Keep the good work!!,Positif
"easy to use, nice the aplication for fun film.",Positif
banyak diskonnya terutama untuk film2 box office,Positif
Like it! many promos,Positif
this apps is very helpful.,Positif
convenient enough,Positif
Sangat mudah membeli tiket nonton.,Positif
ini app nye kenapa sih kok susah dibuka? something went wrong muluk sebel,Negatif
nice app for watching movies,Positif
jadi gampang,Positif
Apk ini sangat cocok banget buat kita yang suka nonton bioskop 😂,Positif
"Nice, easy to use",Positif
easy using this app ..nice good,Positif
masi suka keluar sendiri aplikasi nya,Positif
ga jelas budjang :(,Negatif
"very responsive UI, nice integration with DANA and pay with credit card",Positif
